x,y,angle,distance
7.0571,-6.9865,2.3713,142.5
6.9854,-6.9169,2.371,142.6
6.9136,-6.8472,2.3707,142.7
6.8419,-6.7775,2.3704,142.8
6.7702,-6.7078,2.3701,142.9
6.6985,-6.6381,2.3698,143.0
6.6268,-6.5684,2.3695,143.1
6.5552,-6.4986,2.3692,143.2
6.4836,-6.4288,2.3689,143.3
6.412,-6.359,2.3686,143.4
6.3404,-6.2892,2.3683,143.5
6.2688,-6.2193,2.3681,143.6
6.1973,-6.1495,2.3678,143.7
6.1257,-6.0796,2.3675,143.8
6.0542,-6.0097,2.3672,143.9
5.9827,-5.9398,2.367,144.0
5.9113,-5.8698,2.3667,144.1
5.8398,-5.7999,2.3665,144.2
5.7684,-5.7299,2.3662,144.3
5.697,-5.6599,2.366,144.4
5.6256,-5.5899,2.3657,144.5
5.5542,-5.5198,2.3655,144.6
5.4828,-5.4498,2.3652,144.7
5.4115,-5.3797,2.365,144.8
5.3402,-5.3096,2.3647,144.9
5.2688,-5.2395,2.3645,145.0
5.1975,-5.1694,2.3643,145.1
5.1263,-5.0993,2.3641,145.2
5.055,-5.0291,2.3638,145.3
4.9838,-4.9589,2.3636,145.4
4.9125,-4.8888,2.3634,145.5
4.8413,-4.8186,2.3632,145.6
4.7701,-4.7483,2.363,145.7
4.6989,-4.6781,2.3628,145.8
4.6277,-4.6079,2.3626,145.9
4.5566,-4.5376,2.3624,146.0
4.4854,-4.4673,2.3622,146.1
4.4143,-4.3971,2.362,146.2
4.3432,-4.3268,2.3618,146.3
4.2721,-4.2564,2.3616,146.4
4.201,-4.1861,2.3614,146.5
4.1299,-4.1158,2.3613,146.6
4.0588,-4.0454,2.3611,146.7
3.9878,-3.9751,2.3609,146.8
3.9167,-3.9047,2.3607,146.9
3.8457,-3.8343,2.3606,147.0
3.7747,-3.7639,2.3604,147.1
3.7037,-3.6935,2.3603,147.2
3.6327,-3.6231,2.3601,147.3
3.5617,-3.5526,2.3599,147.4
3.4907,-3.4822,2.3598,147.5
3.4197,-3.4117,2.3597,147.6
3.3488,-3.3413,2.3595,147.7
3.2778,-3.2708,2.3594,147.8
3.2069,-3.2003,2.3592,147.9
3.136,-3.1298,2.3591,148.0
3.0651,-3.0593,2.359,148.1
2.9942,-2.9888,2.3588,148.2
2.9233,-2.9183,2.3587,148.3
2.8524,-2.8477,2.3586,148.4
2.7815,-2.7772,2.3585,148.5
2.7106,-2.7066,2.3583,148.6
2.6398,-2.6361,2.3582,148.7
2.5689,-2.5655,2.3581,148.8
2.4981,-2.4949,2.358,148.9
2.4272,-2.4244,2.3579,149.0
2.3564,-2.3538,2.3578,149.1
2.2856,-2.2832,2.3577,149.2
2.2147,-2.2126,2.3576,149.3
2.1439,-2.142,2.3575,149.4
2.0731,-2.0713,2.3574,149.5
2.0023,-2.0007,2.3574,149.6
1.9315,-1.9301,2.3573,149.7
1.8607,-1.8595,2.3572,149.8
1.79,-1.7888,2.3571,149.9
1.7192,-1.7182,2.357,150.0
1.6484,-1.6475,2.357,150.1
1.5777,-1.5769,2.3569,150.2
1.5069,-1.5062,2.3568,150.3
1.4361,-1.4355,2.3568,150.4
1.3654,-1.3649,2.3567,150.5
1.2946,-1.2942,2.3567,150.6
1.2239,-1.2235,2.3566,150.7
1.1531,-1.1528,2.3566,150.8
1.0824,-1.0822,2.3565,150.9
1.0117,-1.0115,2.3565,151.0
0.9409,-0.9408,2.3564,151.1
0.8702,-0.8701,2.3564,151.2
0.7995,-0.7994,2.3564,151.3
0.7288,-0.7287,2.3563,151.4
0.658,-0.658,2.3563,151.5
0.5873,-0.5873,2.3563,151.6
0.5166,-0.5166,2.3563,151.7
0.4459,-0.4459,2.3562,151.8
0.3752,-0.3752,2.3562,151.9
0.3045,-0.3045,2.3562,152.0
0.2338,-0.2338,2.3562,152.1
0.163,-0.163,2.3562,152.2
0.0923,-0.0923,2.3562,152.3
0.0216,-0.0216,2.3562,152.4
-0.0491,0.0491,2.3562,152.5
-0.1198,0.1198,2.3562,152.6
-0.1905,0.1905,2.3562,152.7
-0.2612,0.2612,2.3562,152.8
-0.3319,0.3319,2.3562,152.9
-0.4026,0.4026,2.3563,153.0
-0.4734,0.4733,2.3563,153.1
-0.5441,0.544,2.3563,153.2
-0.6148,0.6147,2.3563,153.3
-0.6855,0.6855,2.3564,153.4
-0.7562,0.7562,2.3564,153.5
-0.827,0.8268,2.3564,153.6
-0.8977,0.8975,2.3565,153.7
-0.9684,0.9682,2.3565,153.8
-1.0391,1.0389,2.3565,153.9
-1.1099,1.1096,2.3566,154.0
-1.1806,1.1803,2.3566,154.1
-1.2514,1.251,2.3567,154.2
-1.3221,1.3216,2.3567,154.3
-1.3929,1.3923,2.3568,154.4
-1.4636,1.463,2.3569,154.5
-1.5344,1.5336,2.3569,154.6
-1.6051,1.6043,2.357,154.7
-1.6759,1.675,2.3571,154.8
-1.7467,1.7456,2.3571,154.9
-1.8175,1.8163,2.3572,155.0
-1.8882,1.8869,2.3573,155.1
-1.959,1.9575,2.3574,155.2
-2.0298,2.0281,2.3575,155.3
-2.1006,2.0988,2.3576,155.4
-2.1714,2.1694,2.3577,155.5
-2.2422,2.24,2.3578,155.6
-2.3131,2.3106,2.3579,155.7
-2.3839,2.3812,2.358,155.8
-2.4547,2.4518,2.3581,155.9
-2.5256,2.5223,2.3582,156.0
-2.5964,2.5929,2.3583,156.1
-2.6673,2.6635,2.3584,156.2
-2.7381,2.734,2.3585,156.3
-2.809,2.8046,2.3586,156.4
-2.8799,2.8751,2.3588,156.5
-2.9508,2.9457,2.3589,156.6
-3.0217,3.0162,2.359,156.7
-3.0926,3.0867,2.3591,156.8
-3.1635,3.1572,2.3593,156.9
-3.2345,3.2277,2.3594,157.0
-3.3054,3.2982,2.3596,157.1
-3.3763,3.3686,2.3597,157.2
-3.4473,3.4391,2.3599,157.3
-3.5183,3.5095,2.36,157.4
-3.5892,3.58,2.3602,157.5
-3.6602,3.6504,2.3603,157.6
-3.7312,3.7208,2.3605,157.7
-3.8023,3.7912,2.3606,157.8
-3.8733,3.8616,2.3608,157.9
-3.9443,3.932,2.361,158.0
-4.0154,4.0024,2.3612,158.1
-4.0864,4.0727,2.3613,158.2
-4.1575,4.1431,2.3615,158.3
-4.2286,4.2134,2.3617,158.4
-4.2997,4.2838,2.3619,158.5
-4.3708,4.3541,2.3621,158.6
-4.4419,4.4244,2.3623,158.7
-4.5131,4.4946,2.3625,158.8
-4.5842,4.5649,2.3627,158.9
-4.6554,4.6351,2.3629,159.0
-4.7266,4.7054,2.3631,159.1
-4.7977,4.7756,2.3633,159.2
-4.869,4.8458,2.3635,159.3
-4.9402,4.916,2.3637,159.4
-5.0114,4.9862,2.3639,159.5
-5.0827,5.0563,2.3641,159.6
-5.1539,5.1265,2.3644,159.7
-5.2252,5.1966,2.3646,159.8
-5.2965,5.2667,2.3648,159.9
-5.3679,5.3368,2.3651,160.0
-5.4392,5.4069,2.3653,160.1
-5.5105,5.477,2.3656,160.2
-5.5819,5.547,2.3658,160.3
-5.6533,5.6171,2.3661,160.4
-5.7247,5.6871,2.3663,160.5
-5.7961,5.7571,2.3666,160.6
-5.8676,5.827,2.3668,160.7
-5.939,5.897,2.3671,160.8
-6.0105,5.9669,2.3674,160.9
-6.082,6.0368,2.3676,161.0
-6.1535,6.1067,2.3679,161.1
-6.225,6.1766,2.3682,161.2
-6.2966,6.2465,2.3685,161.3
-6.3682,6.3163,2.3687,161.4
-6.4398,6.3861,2.369,161.5
-6.5114,6.4559,2.3693,161.6
-6.583,6.5257,2.3696,161.7
-6.6547,6.5955,2.3699,161.8
-6.7263,6.6652,2.3702,161.9
-6.798,6.7349,2.3705,162.0
-6.8697,6.8046,2.3708,162.1
-6.9415,6.8743,2.3711,162.2
-7.0132,6.9439,2.3715,162.3
-7.085,7.0135,2.3718,162.4
-7.1568,7.0831,2.3721,162.5
-7.2287,7.1527,2.3724,162.6
-7.3005,7.2223,2.3728,162.7
-7.3724,7.2918,2.3731,162.8
-7.4443,7.3613,2.3734,162.9
-7.5162,7.4308,2.3738,163.0
-7.5881,7.5002,2.3741,163.1
-7.6601,7.5697,2.3745,163.2
-7.7321,7.6391,2.3748,163.3
-7.8041,7.7085,2.3752,163.4
-7.8761,7.7778,2.3755,163.5
-7.9482,7.8471,2.3759,163.6
-8.0203,7.9164,2.3763,163.7
-8.0924,7.9857,2.3766,163.8
-8.1646,8.055,2.377,163.9
-8.2367,8.1242,2.3774,164.0
-8.3089,8.1934,2.3778,164.1
-8.3811,8.2626,2.3782,164.2
-8.4534,8.3317,2.3786,164.3
-8.5257,8.4008,2.379,164.4
-8.598,8.4699,2.3794,164.5
-8.6703,8.5389,2.3798,164.6
-8.7427,8.608,2.3802,164.7
-8.815,8.677,2.3806,164.8
-8.8875,8.7459,2.381,164.9
-8.9599,8.8149,2.3814,165.0
-9.0324,8.8838,2.3818,165.1
-9.1049,8.9526,2.3823,165.2
-9.1774,9.0215,2.3827,165.3
-9.25,9.0903,2.3831,165.4
-9.3226,9.1591,2.3836,165.5
-9.3952,9.2278,2.384,165.6
-9.4678,9.2965,2.3845,165.7
-9.5405,9.3652,2.3849,165.8
-9.6132,9.4339,2.3854,165.9
-9.686,9.5025,2.3859,166.0
-9.7587,9.5711,2.3863,166.1
-9.8316,9.6396,2.3868,166.2
-9.9044,9.7081,2.3873,166.3
-9.9773,9.7766,2.3878,166.4
-10.0502,9.8451,2.3882,166.5
-10.1231,9.9135,2.3887,166.6
-10.1961,9.9818,2.3892,166.7
-10.2691,10.0502,2.3897,166.8
-10.3421,10.1185,2.3902,166.9
-10.4152,10.1867,2.3907,167.0
-10.4883,10.255,2.3912,167.1
-10.5615,10.3232,2.3918,167.2
-10.6346,10.3913,2.3923,167.3
-10.7079,10.4594,2.3928,167.4
-10.7811,10.5275,2.3933,167.5
-10.8544,10.5955,2.3939,167.6
-10.9277,10.6635,2.3944,167.7
-11.0011,10.7315,2.3949,167.8
-11.0745,10.7994,2.3955,167.9
-11.1479,10.8673,2.396,168.0
-11.2214,10.9351,2.3966,168.1
-11.2949,11.0029,2.3972,168.2
-11.3684,11.0707,2.3977,168.3
-11.442,11.1384,2.3983,168.4
-11.5156,11.2061,2.3989,168.5
-11.5893,11.2737,2.3995,168.6
-11.663,11.3413,2.4001,168.7
-11.7368,11.4088,2.4006,168.8
-11.8105,11.4763,2.4013,168.9
-11.8844,11.5438,2.4018,169.0
-11.9582,11.6112,2.4025,169.1
-12.0321,11.6786,2.4031,169.2
-12.1061,11.7459,2.4037,169.3
-12.1801,11.8131,2.4043,169.4
-12.2541,11.8804,2.4049,169.5
-12.3282,11.9476,2.4056,169.6
-12.4023,12.0147,2.4062,169.7
-12.4764,12.0818,2.4069,169.8
-12.5506,12.1488,2.4075,169.9
-12.6249,12.2158,2.4082,170.0
-12.6992,12.2827,2.4088,170.1
-12.7735,12.3496,2.4095,170.2
-12.8479,12.4165,2.4102,170.3
-12.9223,12.4833,2.4108,170.4
-12.9968,12.55,2.4115,170.5
-13.0713,12.6167,2.4122,170.6
-13.1458,12.6834,2.4129,170.7
-13.2205,12.7499,2.4136,170.8
-13.2951,12.8165,2.4143,170.9
-13.3698,12.883,2.415,171.0
-13.4445,12.9494,2.4157,171.1
-13.5193,13.0158,2.4165,171.2
-13.5942,13.0821,2.4172,171.3
-13.6691,13.1484,2.4179,171.4
-13.744,13.2146,2.4187,171.5
-13.819,13.2807,2.4194,171.6
-13.894,13.3468,2.4202,171.7
-13.9691,13.4129,2.421,171.8
-14.0443,13.4789,2.4217,171.9
-14.1195,13.5448,2.4225,172.0
-14.1947,13.6107,2.4233,172.1
-14.27,13.6765,2.4241,172.2
-14.3453,13.7422,2.4248,172.3
-14.4207,13.8079,2.4257,172.4
-14.4962,13.8736,2.4264,172.5
-14.5717,13.9391,2.4273,172.6
-14.6472,14.0046,2.4281,172.7
-14.7228,14.0701,2.4289,172.8
-14.7985,14.1355,2.4297,172.9
-14.8742,14.2008,2.4306,173.0
-14.95,14.2661,2.4314,173.1
-15.0258,14.3313,2.4323,173.2
-15.1017,14.3964,2.4331,173.3
-15.1776,14.4615,2.434,173.4
-15.2536,14.5265,2.4349,173.5
-15.3297,14.5914,2.4357,173.6
-15.4058,14.6563,2.4367,173.7
-15.4819,14.7211,2.4375,173.8
-15.5581,14.7858,2.4384,173.9
-15.6344,14.8505,2.4393,174.0
-15.7108,14.915,2.4403,174.1
-15.7872,14.9796,2.4412,174.2
-15.8636,15.044,2.4421,174.3
-15.9401,15.1084,2.4431,174.4
-16.0167,15.1727,2.444,174.5
-16.0934,15.237,2.445,174.6
-16.1701,15.3011,2.4459,174.7
-16.2468,15.3652,2.4469,174.8
-16.3237,15.4292,2.4479,174.9
-16.4005,15.4932,2.4488,175.0
-16.4775,15.557,2.4499,175.1
-16.5545,15.6208,2.4508,175.2
-16.6316,15.6845,2.4519,175.3
-16.7087,15.7482,2.4529,175.4
-16.7859,15.8117,2.4539,175.5
-16.8632,15.8752,2.455,175.6
-16.9405,15.9386,2.456,175.7
-17.0179,16.0019,2.457,175.8
-17.0954,16.0651,2.4581,175.9
-17.1729,16.1283,2.4592,176.0
-17.2506,16.1913,2.4603,176.1
-17.3282,16.2543,2.4613,176.2
-17.406,16.3172,2.4624,176.3
-17.4838,16.38,2.4636,176.4
-17.5617,16.4428,2.4647,176.5
-17.6396,16.5054,2.4658,176.6
-17.7176,16.568,2.4669,176.7
-17.7957,16.6304,2.4681,176.8
-17.8739,16.6928,2.4692,176.9
-17.9521,16.7551,2.4704,177.0
-18.0304,16.8173,2.4715,177.1
-18.1088,16.8794,2.4727,177.2
-18.1872,16.9414,2.4739,177.3
-18.2658,17.0033,2.4751,177.4
-18.3444,17.0651,2.4763,177.5
-18.423,17.1269,2.4776,177.6
-18.5018,17.1885,2.4788,177.7
-18.5806,17.25,2.48,177.8
-18.6595,17.3115,2.4813,177.9
-18.7385,17.3728,2.4825,178.0
-18.8176,17.434,2.4838,178.1
-18.8967,17.4952,2.4851,178.2
-18.9759,17.5562,2.4864,178.3
-19.0552,17.6171,2.4877,178.4
-19.1346,17.678,2.489,178.5
-19.214,17.7387,2.4903,178.6
-19.2936,17.7993,2.4917,178.7
-19.3732,17.8598,2.493,178.8
-19.4529,17.9202,2.4944,178.9
-19.5326,17.9805,2.4957,179.0
-19.6125,18.0407,2.4971,179.1
-19.6924,18.1008,2.4985,179.2
-19.7725,18.1608,2.4999,179.3
-19.8526,18.2206,2.5013,179.4
-19.9328,18.2804,2.5028,179.5
-20.0131,18.34,2.5042,179.6
-20.0934,18.3995,2.5057,179.7
-20.1739,18.4589,2.5071,179.8
-20.2544,18.5182,2.5086,179.9
-20.335,18.5773,2.5101,180.0
-20.4158,18.6363,2.5116,180.1
-20.4966,18.6952,2.5132,180.2
-20.5775,18.754,2.5147,180.3
-20.6584,18.8127,2.5162,180.4
-20.7395,18.8712,2.5178,180.5
-20.8207,18.9297,2.5194,180.6
-20.9019,18.9879,2.521,180.7
-20.9833,19.0461,2.5226,180.8
-21.0647,19.1041,2.5242,180.9
-21.1463,19.162,2.5258,181.0
-21.2279,19.2198,2.5275,181.1
-21.3096,19.2774,2.5291,181.2
-21.3915,19.3349,2.5308,181.3
-21.4734,19.3922,2.5325,181.4
-21.5554,19.4494,2.5342,181.5
-21.6375,19.5065,2.5359,181.6
-21.7197,19.5634,2.5377,181.7
-21.802,19.6202,2.5394,181.8
-21.8844,19.6769,2.5412,181.9
-21.967,19.7334,2.5429,182.0
-22.0496,19.7897,2.5447,182.1
-22.1323,19.8459,2.5466,182.2
-22.2151,19.902,2.5484,182.3
-22.298,19.9579,2.5502,182.4
-22.381,20.0136,2.5521,182.5
-22.4641,20.0692,2.554,182.6
-22.5474,20.1247,2.5559,182.7
-22.6307,20.1799,2.5578,182.8
-22.7141,20.2351,2.5597,182.9
-22.7977,20.29,2.5617,183.0
-22.8813,20.3448,2.5637,183.1
-22.9651,20.3994,2.5657,183.2
-23.049,20.4539,2.5677,183.3
-23.1329,20.5082,2.5697,183.4
-23.217,20.5623,2.5717,183.5
-23.3012,20.6163,2.5738,183.6
-23.3855,20.67,2.5759,183.7
-23.47,20.7236,2.578,183.8
-23.5545,20.7771,2.5801,183.9
-23.6391,20.8303,2.5823,184.0
-23.7239,20.8834,2.5844,184.1
-23.8088,20.9363,2.5866,184.2
-23.8938,20.9889,2.5888,184.3
-23.9789,21.0415,2.591,184.4
-24.0641,21.0938,2.5933,184.5
-24.1494,21.1459,2.5956,184.6
-24.2349,21.1978,2.5978,184.7
-24.3205,21.2496,2.6002,184.8
-24.4062,21.3011,2.6025,184.9
-24.492,21.3524,2.6049,185.0
-24.5779,21.4036,2.6073,185.1
-24.664,21.4545,2.6097,185.2
-24.7502,21.5052,2.6121,185.3
-24.8365,21.5557,2.6145,185.4
-24.9229,21.606,2.617,185.5
-25.0095,21.6561,2.6195,185.6
-25.0961,21.706,2.6221,185.7
-25.183,21.7556,2.6246,185.8
-25.2699,21.805,2.6272,185.9
-25.3569,21.8542,2.6298,186.0
-25.4441,21.9032,2.6324,186.1
-25.5314,21.952,2.6351,186.2
-25.6189,22.0005,2.6377,186.3
-25.7065,22.0488,2.6405,186.4
-25.7942,22.0968,2.6432,186.5
-25.882,22.1446,2.646,186.6
-25.97,22.1922,2.6487,186.7
-26.0581,22.2395,2.6516,186.8
-26.1463,22.2865,2.6545,186.9
-26.2347,22.3333,2.6573,187.0
-26.3232,22.3799,2.6602,187.1
-26.4118,22.4262,2.6632,187.2
-26.5006,22.4722,2.6661,187.3
-26.5895,22.518,2.6691,187.4
-26.6785,22.5635,2.6722,187.5
-26.7677,22.6087,2.6752,187.6
-26.857,22.6537,2.6784,187.7
-26.9465,22.6984,2.6815,187.8
-27.0361,22.7428,2.6846,187.9
-27.1258,22.7869,2.6879,188.0
-27.2157,22.8308,2.6911,188.1
-27.3057,22.8743,2.6944,188.2
-27.3959,22.9175,2.6976,188.3
-27.4862,22.9605,2.701,188.4
-27.5767,23.0031,2.7044,188.5
-27.6673,23.0455,2.7077,188.6
-27.758,23.0875,2.7112,188.7
-27.8489,23.1293,2.7147,188.8
-27.9399,23.1707,2.7182,188.9
-28.0311,23.2117,2.7217,189.0
-28.1224,23.2525,2.7254,189.1
-28.2138,23.2929,2.729,189.2
-28.3054,23.333,2.7327,189.3
-28.3972,23.3728,2.7364,189.4
-28.4891,23.4122,2.7401,189.5
-28.5812,23.4513,2.7439,189.6
-28.6733,23.49,2.7477,189.7
-28.7657,23.5284,2.7517,189.8
-28.8582,23.5664,2.7556,189.9
-28.9508,23.6041,2.7595,190.0
-29.0436,23.6413,2.7636,190.1
-29.1366,23.6783,2.7676,190.2
-29.2296,23.7148,2.7717,190.3
-29.3229,23.7509,2.7759,190.4
-29.4163,23.7867,2.78,190.5
-29.5098,23.8221,2.7843,190.6
-29.6035,23.8571,2.7886,190.7
-29.6973,23.8916,2.7929,190.8
-29.7913,23.9258,2.7973,190.9
-29.8854,23.9596,2.8017,191.0
-29.9797,23.9929,2.8062,191.1
-30.0741,24.0258,2.8107,191.2
-30.1687,24.0583,2.8153,191.3
-30.2634,24.0903,2.82,191.4
-30.3583,24.1219,2.8247,191.5
-30.4533,24.1531,2.8294,191.6
-30.5485,24.1838,2.8342,191.7
-30.6438,24.2141,2.839,191.8
-30.7393,24.2439,2.8439,191.9
-30.8349,24.2732,2.8489,192.0
-30.9306,24.3021,2.8539,192.1
-31.0265,24.3304,2.859,192.2
-31.1225,24.3583,2.8641,192.3
-31.2187,24.3857,2.8693,192.4
-31.315,24.4126,2.8745,192.5
-31.4115,24.439,2.8798,192.6
-31.5081,24.4649,2.8852,192.7
-31.6048,24.4902,2.8906,192.8
-31.7017,24.5151,2.8961,192.9
-31.7987,24.5394,2.9017,193.0
-31.8958,24.5631,2.9073,193.1
-31.9931,24.5864,2.9129,193.2
-32.0905,24.609,2.9187,193.3
-32.188,24.6311,2.9245,193.4
-32.2857,24.6527,2.9303,193.5
-32.3834,24.6736,2.9363,193.6
-32.4813,24.694,2.9422,193.7
-32.5793,24.7138,2.9483,193.8
-32.6775,24.7331,2.9545,193.9
-32.7757,24.7517,2.9606,194.0
-32.8741,24.7697,2.9669,194.1
-32.9726,24.787,2.9732,194.2
-33.0712,24.8038,2.9796,194.3
-33.1699,24.8199,2.986,194.4
-33.2687,24.8354,2.9926,194.5
-33.3675,24.8503,2.9992,194.6
-33.4665,24.8644,3.0059,194.7
-33.5656,24.878,3.0126,194.8
-33.6648,24.8908,3.0195,194.9
-33.764,24.903,3.0263,195.0
-33.8634,24.9145,3.0332,195.1
-33.9628,24.9253,3.0403,195.2
-34.0623,24.9355,3.0474,195.3
-34.1618,24.9449,3.0545,195.4
-34.2615,24.9536,3.0618,195.5
-34.3611,24.9615,3.0691,195.6
-34.4609,24.9688,3.0764,195.7
-34.5607,24.9753,3.0839,195.8
-34.6605,24.9811,3.0914,195.9
-34.7604,24.9861,3.099,196.0
-34.8603,24.9903,3.1067,196.1
-34.9602,24.9938,3.1144,196.2
-35.0602,24.9965,3.1222,196.3
-35.1602,24.9985,3.13,196.4
-35.2601,24.9996,3.138,196.5
-35.3601,25.0,-3.1372,196.6
-35.4601,24.9996,-3.1291,196.7
-35.5601,24.9983,-3.121,196.8
-35.6601,24.9962,-3.1128,196.9
-35.7601,24.9934,-3.1045,197.0
-35.86,24.9897,-3.0962,197.1
-35.9599,24.9851,-3.0878,197.2
-36.0598,24.9797,-3.0794,197.3
-36.1596,24.9735,-3.0708,197.4
-36.2593,24.9664,-3.0622,197.5
-36.359,24.9585,-3.0536,197.6
-36.4586,24.9497,-3.0449,197.7
-36.5581,24.9401,-3.0361,197.8
-36.6576,24.9295,-3.0273,197.9
-36.7569,24.9181,-3.0184,198.0
-36.8562,24.9059,-3.0095,198.1
-36.9553,24.8927,-3.0005,198.2
-37.0543,24.8786,-2.9915,198.3
-37.1532,24.8637,-2.9825,198.4
-37.2519,24.8478,-2.9734,198.5
-37.3505,24.8311,-2.9642,198.6
-37.4489,24.8134,-2.955,198.7
-37.5472,24.7949,-2.9458,198.8
-37.6453,24.7754,-2.9365,198.9
-37.7432,24.7551,-2.9271,199.0
-37.8409,24.7338,-2.9178,199.1
-37.9384,24.7116,-2.9085,199.2
-38.0357,24.6885,-2.899,199.3
-38.1328,24.6645,-2.8896,199.4
-38.2296,24.6395,-2.8801,199.5
-38.3262,24.6137,-2.8707,199.6
-38.4226,24.5869,-2.8612,199.7
-38.5187,24.5592,-2.8516,199.8
-38.6145,24.5306,-2.8421,199.9
-38.71,24.5011,-2.8325,200.0
-38.8053,24.4707,-2.823,200.1
-38.9003,24.4394,-2.8134,200.2
-38.9949,24.4072,-2.8038,200.3
-39.0893,24.374,-2.7942,200.4
-39.1833,24.34,-2.7846,200.5
-39.277,24.305,-2.7751,200.6
-39.3704,24.2692,-2.7655,200.7
-39.4634,24.2325,-2.7559,200.8
-39.556,24.1949,-2.7464,200.9
-39.6483,24.1563,-2.7368,201.0
-39.7402,24.117,-2.7273,201.1
-39.8318,24.0767,-2.7178,201.2
-39.9229,24.0356,-2.7083,201.3
-40.0137,23.9936,-2.6988,201.4
-40.104,23.9508,-2.6893,201.5
-40.194,23.9071,-2.6799,201.6
-40.2835,23.8625,-2.6705,201.7
-40.3726,23.8171,-2.6612,201.8
-40.4613,23.7709,-2.6518,201.9
-40.5495,23.7239,-2.6425,202.0
-40.6373,23.676,-2.6332,202.1
-40.7247,23.6273,-2.624,202.2
-40.8116,23.5779,-2.6148,202.3
-40.898,23.5276,-2.6056,202.4
-40.984,23.4765,-2.5966,202.5
-41.0695,23.4247,-2.5875,202.6
-41.1546,23.372,-2.5785,202.7
-41.2391,23.3187,-2.5695,202.8
-41.3232,23.2645,-2.5606,202.9
-41.4068,23.2096,-2.5518,203.0
-41.4899,23.154,-2.5429,203.1
-41.5725,23.0977,-2.5341,203.2
-41.6546,23.0406,-2.5255,203.3
-41.7362,22.9828,-2.5168,203.4
-41.8173,22.9243,-2.5082,203.5
-41.8979,22.8651,-2.4997,203.6
-41.978,22.8052,-2.4912,203.7
-42.0576,22.7447,-2.4827,203.8
-42.1367,22.6835,-2.4744,203.9
-42.2152,22.6216,-2.4661,204.0
-42.2933,22.5591,-2.4579,204.1
-42.3708,22.4959,-2.4497,204.2
-42.4478,22.4321,-2.4416,204.3
-42.5243,22.3677,-2.4336,204.4
-42.6003,22.3027,-2.4256,204.5
-42.6757,22.237,-2.4176,204.6
-42.7506,22.1708,-2.4099,204.7
-42.825,22.104,-2.4021,204.8
-42.8989,22.0366,-2.3943,204.9
-42.9723,21.9686,-2.3867,205.0
-43.0451,21.9001,-2.3791,205.1
-43.1174,21.831,-2.3716,205.2
-43.1892,21.7614,-2.3641,205.3
-43.2605,21.6913,-2.3568,205.4
-43.3312,21.6206,-2.3494,205.5
-43.4014,21.5494,-2.3422,205.6
-43.4712,21.4777,-2.335,205.7
-43.5404,21.4055,-2.3279,205.8
-43.609,21.3328,-2.3208,205.9
-43.6772,21.2597,-2.3138,206.0
-43.7449,21.186,-2.3069,206.1
-43.812,21.1119,-2.3,206.2
-43.8786,21.0373,-2.2933,206.3
-43.9447,20.9623,-2.2865,206.4
-44.0104,20.8869,-2.2798,206.5
-44.0755,20.811,-2.2732,206.6
-44.1401,20.7346,-2.2666,206.7
-44.2042,20.6579,-2.2602,206.8
-44.2678,20.5807,-2.2538,206.9
-44.3309,20.5032,-2.2474,207.0
-44.3935,20.4252,-2.2411,207.1
-44.4556,20.3468,-2.2349,207.2
-44.5173,20.2681,-2.2287,207.3
-44.5784,20.1889,-2.2226,207.4
-44.6391,20.1094,-2.2166,207.5
-44.6993,20.0296,-2.2106,207.6
-44.759,19.9494,-2.2046,207.7
-44.8182,19.8688,-2.1987,207.8
-44.8769,19.7879,-2.1929,207.9
-44.9352,19.7066,-2.1872,208.0
-44.993,19.625,-2.1814,208.1
-45.0503,19.5431,-2.1757,208.2
-45.1072,19.4608,-2.1701,208.3
-45.1636,19.3782,-2.1646,208.4
-45.2196,19.2954,-2.1591,208.5
-45.2751,19.2122,-2.1537,208.6
-45.3301,19.1287,-2.1483,208.7
-45.3847,19.0449,-2.1429,208.8
-45.4388,18.9608,-2.1376,208.9
-45.4925,18.8765,-2.1324,209.0
-45.5458,18.7918,-2.1272,209.1
-45.5986,18.7069,-2.1221,209.2
-45.651,18.6217,-2.117,209.3
-45.7029,18.5363,-2.112,209.4
-45.7545,18.4506,-2.107,209.5
-45.8055,18.3646,-2.102,209.6
-45.8562,18.2784,-2.0971,209.7
-45.9064,18.1919,-2.0923,209.8
-45.9562,18.1052,-2.0875,209.9
-46.0056,18.0183,-2.0827,210.0
-46.0546,17.9311,-2.078,210.1
-46.1032,17.8437,-2.0733,210.2
-46.1514,17.756,-2.0687,210.3
-46.1991,17.6682,-2.0641,210.4
-46.2465,17.5801,-2.0595,210.5
-46.2934,17.4918,-2.055,210.6
-46.34,17.4033,-2.0505,210.7
-46.3861,17.3146,-2.0461,210.8
-46.4319,17.2257,-2.0417,210.9
-46.4773,17.1365,-2.0374,211.0
-46.5222,17.0472,-2.0331,211.1
-46.5668,16.9577,-2.0288,211.2
-46.6111,16.868,-2.0245,211.3
-46.6549,16.7782,-2.0203,211.4
-46.6983,16.6881,-2.0162,211.5
-46.7414,16.5978,-2.0121,211.6
-46.7841,16.5074,-2.008,211.7
-46.8265,16.4168,-2.0039,211.8
-46.8684,16.3261,-1.9999,211.9
-46.9101,16.2351,-1.9959,212.0
-46.9513,16.144,-1.992,212.1
-46.9922,16.0528,-1.988,212.2
-47.0327,15.9613,-1.9842,212.3
-47.0729,15.8698,-1.9803,212.4
-47.1127,15.778,-1.9765,212.5
